GeneID	Gene_name	Start	End	Strand	Expression	Gene_description	OperonID
Y75_p2311	yfdF	2469580	2470638	+	3,999055713	hypothetical protein	1763492
Y75_p2312	vacJ	2470820	2471575	-	32,18121693	lipoprotein	1763493
Y75_p2313	yfdC	2471869	2472801	+	3,719185423	inner membrane protein	1763494
Y75_p2314	intS	2473113	2474270	+	11,13903282	prophage CPS-53 integrase	1763495
Y75_p2330	torI	2482878	2483078	+	24,70149254	response regulator inhibitor for tor operon	1763496
Y75_p2331	dsdC	2483262	2484197	-	2,710470085	DNA-binding transcriptional dual regulator	1763497
Y75_p2338	yfdE	2494591	2495736	-	2,052356021	CoA-transferase	1763498
Y75_p2342	yfdX	2500335	2500970	-	0,79245283	hypothetical protein	1763499
Y75_p2343	ypdI	2501266	2501541	+	12,69927536	lipoprotein involved in colanic acid biosynthesis	1763500
Y75_p2344	yfdY	2501618	2501860	-	15,69135802	inner membrane protein	1763501
Y75_p2345	ddg	2502213	2503133	+	41,65906623	palmitoleoyl-acyl carrier protein (ACP)-dependent acyltransferase	1763502
Y75_p2346	yfdZ	2503625	2504863	-	15,14205004	aminotransferase, PLP-dependent	1763503
Y75_p2355	glk	2515029	2515994	-	9,438923395	glucokinase	1763504
Y75_p2356	yfeO	2516198	2517454	+	7,104216388	ion channel protein	1763505
Y75_p2357	ypeC	2517569	2517895	+	19,63608563	hypothetical protein	1763506
Y75_p2358	mntH	2518036	2519274	-	31,15334948	manganese/divalent cation transporter	1763507
Y75_p2359	nupC	2519610	2520812	+	14,69659185	nucleoside (except guanosine) transporter	1763508
Y75_p2361	yfeA	2522211	2524400	-	14,67077626	diguanylate cyclase	1763510
Y75_p2364	gltX	2525825	2527240	-	46,83615819	glutamyl-tRNA synthetase	1763511
Y75_p2365	xapR	2528161	2529045	-	4,562711864	DNA-binding transcriptional activator	1763512
Y75_p2368	yfeN	2531695	2532459	+	1,925490196	outer membrane protein	1763513
Y75_p2369	yfeR	2532498	2533424	-	6,004314995	DNA-binding transcriptional regulator	1763514
Y75_p2370	yfeH	2533514	2534512	+	20,65465465	inner membrane protein	1763515
Y75_p2373	zipA	2536815	2537801	-	92,22391084	cell division protein involved in Z ring assembly	1763516
Y75_p2374	cysZ	2538031	2538792	+	9,341207349	inner membrane protein	1763517
Y75_p2375	cysK	2538977	2539948	+	22,09567901	cysteine synthase A, O-acetylserine sulfhydrolase A subunit	1763518
Y75_p2379	pdxK	2542954	2543805	-	29,48004695	pyridoxal-pyridoxamine kinase/hydroxymethylpyrimidine kinase	1763519
Y75_p2382	cysM	2545240	2546151	-	7,666666667	cysteine synthase B	1763520
Y75_p2387	ucpA	2550400	2551191	-	19,88762626	oxidoredutase, sulfate metabolism protein	1763521
Y75_p2388	yfeT	2551320	2552177	-	2,72960373	DNA-binding transcriptional regulator	1763522
Y75_p2415	maeB	2575876	2578155	-	9,970614035	bifunctional oxidoreductase/phosphotransacetylase	1763523
Y75_p2418	ypfG	2581512	2582555	-	13,81034483	hypothetical protein	1763524
Y75_p2421	narQ	2585509	2587209	+	6,748383304	sensory histidine kinase in two-component regulatory system with NarP (NarL)	1763525
Y75_p2422	acrD	2587373	2590486	+	4,102119461	aminoglycoside/multidrug efflux system	1763526
Y75_p2429	purC	2596683	2597396	-	7,362745098	phosphoribosylaminoimidazole-succinocarboxamide synthetase	1763527
Y75_p2446	yfgO	2614598	2615659	-	10,88888889	inner membrane protein	1763528
Y75_p2451	upp	2620024	2620650	-	25,41148325	uracil phosphoribosyltransferase	1763529
Y75_p2456	yfgF	2626473	2628716	-	4,879233512	inner membrane protein	1763530
Y75_p2457	yfgG	2629068	2629259	+	229,0885417	hypothetical protein	1763531
Y75_p2462	xseA	2634010	2635380	+	85,1889132	exonuclease VII, large subunit	1763532
Y75_p2470	yfgB	2642907	2644061	-	25,54285714	hypothetical protein	1763533
Y75_p2471	ndk	2644211	2644642	-	42,14814815	multifunctional nucleoside diphosphate kinase, apyrimidinic endonuclease, and 3'-phosphodiesterase	1763534
Y75_p2474	sseA	2652272	2653117	+	15,24940898	3-mercaptopyruvate sulfurtransferase	1763535
Y75_p2475	sseB	2653935	2654711	-	19,83783784	rhodanase-like enzyme, sulfur transfer from thiosulfate	1763536
Y75_p2476	pepB	2654853	2656136	-	27,75545171	aminopeptidase B	1763537
Y75_p2484	iscR	2661421	2661909	-	94,92842536	DNA-binding transcriptional activator	1763538
Y75_p2485	yfhQ	2662361	2663101	-	105,025641	methyltransferase	1763539
Y75_p2486	suhB	2663220	2664023	+	121,130597	inositol monophosphatase	1763540
Y75_p2487	yfhR	2664141	2665022	+	9,970760234	peptidase	1763541
Y75_p2488	csiE	2665213	2666493	+	8,158469945	stationary phase inducible protein	1763542
Y75_p2489	hcaT	2666485	2667624	-	13,51052632	3-phenylpropionic transporter	1763543
Y75_p2490	hcaR	2667784	2668674	-	9,65993266	DNA-binding transcriptional regulator	1763544
Y75_p2502	yphG	2679242	2682523	-	0,975929311	hypothetical protein	1763545
Y75_p2503	yphH	2682641	2683834	+	4,5	DNA-binding transcriptional regulator	1763546
Y75_p2504	glyA	2684032	2685285	-	44,37878788	serine hydroxymethyltransferase	1763547
Y75_p2505	hmp	2685613	2686803	+	12,33333333	fused nitric oxide dioxygenase and dihydropteridine reductase 2	1763548
Y75_p2509	yfhK	2689449	2690876	-	14,18907563	sensory kinase in two-component system	1763549
Y75_p2510	purL	2691434	2695321	-	4,910236626	phosphoribosylformyl-glycineamide synthetase	1763550
Y75_p2511	yfhD	2695717	2697135	+	18,03660886	transglycosylase	1763551
Y75_p2527	nadB	2710198	2711820	+	7,652495379	quinolinate synthase, L-aspartate oxidase (B protein) subunit	1763552
Y75_p2528	yfiC	2711805	2712542	-	14,4403794	methyltransferase	1763553
Y75_p2529	srmB	2712674	2714008	+	21,52883895	ATP-dependent RNA helicase	1763554
Y75_p2530	yfiE	2714217	2715098	-	11,54988662	DNA-binding transcriptional regulator	1763555
Y75_p2531	yfiK	2715201	2715788	+	2,62585034	neutral amino-acid efflux system	1763556
Y75_p2532	yfiD	2715844	2716227	-	247,9453125	pyruvate formate lyase subunit	1763557
Y75_p2533	ung	2716532	2717221	+	17,06521739	uracil-DNA-glycosylase	1763558
Y75_p2534	yfiF	2717269	2718306	-	23,10019268	methyltransferase	1763559
Y75_p2535	trxC	2718513	2718932	+	55,87380952	thioredoxin 2	1763560
Y75_p2538	pssA	2722505	2723860	+	61,76622419	phosphatidylserine synthase	1763561
Y75_p2539	yfiM	2723957	2724229	+	1010,780864	hypothetical protein	1763562
Y75_p2540	kgtP	2724226	2725524	-	495,7482679	alpha-ketoglutarate transporter	1763563
Y75_p2541	clpB	2731378	2733951	-	194,1188811	protein disaggregation chaperone	1763564
Y75_p2544	yfiO	2735924	2736661	+	72,32520325	lipoprotein	1763565
Y75_p2550	yfiL	2741138	2741503	+	5,166666667	hypothetical protein	1763566
Y75_p2558	ffh	2746212	2747573	-	64,43098385	Signal Recognition Particle (SRP) component with 4.5S RNA (ffs)	1763567
Y75_p2559	ypjD	2747665	2748531	+	27,8989899	inner membrane protein	1763568
Y75_p2560	yfjD	2748642	2749838	+	27,34654235	inner membrane protein	1763569
Y75_p2561	grpE	2749893	2750486	-	59,80976431	heat shock protein	1763570
Y75_p2562	yfjB	2750609	2751487	+	13,86006826	NAD kinase	1763571
Y75_p2563	recN	2751573	2753234	+	7,731648616	recombination and repair protein	1763572
Y75_p2564	smpA	2753383	2753724	+	107,9181287	small membrane lipoprotein	1763573
Y75_p2567	smpB	2754674	2755156	+	68,35196687	trans-translation protein	1763574
Y75_p2568	intA	2755937	2757178	+	7,050724638	integrase	1763575
Y75_p2569	yfjH	2757422	2758378	-	5,002089864	hypothetical protein	1763576
Y75_p2570	alpA	2758422	2758634	+	0,450704225	DNA-binding transcriptional activator	1763577
Y75_p2571	yfjI	2758763	2760172	+	2,737588652	hypothetical protein	1763578
Y75_p2572	yfjJ	2760325	2760951	+	1,96969697	hypothetical protein	1763579
Y75_p2575	yfjM	2765291	2765554	-	4,015151515	hypothetical protein	1763580
Y75_p2586	yfjV	2772614	2772814	-	10,9753937	hypothetical protein	1763581
Y75_p2588	yfjW	2773096	2774799	+	3,583920188	inner membrane protein	1763582
Y75_p2594	ypjA	2777924	2782504	-	3,258458852	adhesin-like autotransporter	1763583
Y75_p2596	ypjB	2783416	2784207	-	0,524017467	hypothetical protein	1763584
Y75_p2597	ypjC	2784307	2784789	-	0,524017467	hypothetical protein	1763585
Y75_p2601	yqaD	2788155	2788427	+	1,118508655	hypothetical protein	1763586
Y75_p2612	stpA	2797869	2798273	-	33,12839506	DNA binding protein, nucleoid-associated	1763587
Y75_p2613	ygaW	2798942	2799391	+	12,08444444	inner membrane protein	1763588
Y75_p2614	ygaC	2799428	2799772	-	7,336231884	hypothetical protein	1763589
Y75_p2615	ygaM	2799912	2800253	+	6,4	hypothetical protein	1763590
Y75_p2623	ygaX	2808094	2808360	+	18,37775891	transporter	1763591
Y75_p2627	mprA	2810548	2811078	+	31,42184557	DNA-binding transcriptional regulator	1763592
Y75_p2630	luxS	2813996	2814511	-	46,57751938	S-ribosylhomocysteinase	1763593
Y75_p2634	csrA	2818739	2818924	-	160,6774194	pleiotropic regulatory protein for carbon source metabolism	1763594
Y75_p2635	alaS	2819159	2821789	-	44,78031167	alanyl-tRNA synthetase	1763595
Y75_p2636	recX	2821917	2822417	-	4,78243513	regulatory protein for RecA	1763596
Y75_p2639	mltB	2824269	2825354	-	7,428176796	membrane-bound lytic murein transglycosylase B	1763597
Y75_p2647	norR	2830553	2832067	-	5,438283828	DNA-binding transcriptional activator	1763598
Y75_p2650	hypF	2834951	2837203	-	3,490013316	carbamoyl phosphate phosphatase and maturation protein for [NiFe] hydrogenases	1763599
Y75_p2651	hydN	2837356	2837883	-	8,020833333	formate dehydrogenase-H, [4Fe-4S] ferredoxin subunit	1763600
Y75_p2652	ascG	2838032	2839045	-	11,18001978	DNA-binding transcriptional regulator	1763601
Y75_p2663	hycA	2849752	2850213	-	1,19047619	regulator of the transcriptional regulator FhlA	1763602
Y75_p2670	ygbA	2856231	2856584	-	8,884180791	hypothetical protein	1763603
Y75_p2671	mutS	2856871	2859432	+	9,677985948	methyl-directed mismatch repair protein	1763604
Y75_p2672	pphB	2859538	2860194	+	7,063926941	serine/threonine-specific protein phosphatase 2	1763605
Y75_p2673	ygbI	2860245	2861042	-	8,954427083	DNA-binding transcriptional regulator	1763606
Y75_p2679	rpoS	2866337	2867212	-	128,9808661	RNA polymerase, sigma S (sigma 38) factor	1763607
Y75_p2680	nlpD	2867392	2868531	-	108,1868421	outer membrane lipoprotein	1763608
Y75_p2691	iap	2876359	2877396	+	7,19460501	aminopeptidase in alkaline phosphatase isozyme conversion	1763609
Y75_p2699	ygcB	2884331	2886997	-	3,854893138	hypothetical protein	1763610
Y75_p2714	ygcF	2904525	2905196	-	45,04166667	hypothetical protein	1763611
Y75_p2715	ygcG	2905489	2906361	+	2,004581901	hypothetical protein	1763612
Y75_p2723	barA	2914835	2917591	+	13,33442147	hybrid sensory histidine kinase, in two-component regulatory system with UvrY	1763613
Y75_p2730	syd	2924513	2925058	-	26,83516484	hypothetical protein	1763614
Y75_p2731	yqcD	2925126	2925974	+	11,09305065	hypothetical protein	1763615
Y75_p2732	ygdH	2926086	2927450	+	29,14505495	hypothetical protein	1763616
Y75_p2746	ygdI	2942696	2942923	-	81,26754386	hypothetical protein	1763617
Y75_p2749	ygdL	2944814	2945620	-	24,19826518	hypothetical protein	1763618
Y75_p2750	mltA	2945859	2946956	-	23,97449909	membrane-bound lytic murein transglycosylase A	1763619
Y75_p2751	amiC	2947535	2948788	-	29,11881978	N-acetylmuramoyl-L-alanine amidase	1763620
Y75_p2752	argA	2949020	2950351	+	7,88963964	fused acetylglutamate kinase homolog (inactive) and amino acid N-acetyltransferase	1763621
Y75_p2765	mutH	2969440	2970129	+	5,782608696	methyl-directed mismatch repair protein	1763622
Y75_p2766	ygdQ	2970198	2970911	+	26,05742297	inner membrane protein	1763623
Y75_p2767	ygdR	2971049	2971267	+	38,02283105	hypothetical protein	1763624
Y75_p2768	tas	2971375	2972415	+	16,6167147	oxidoreductase	1763625
Y75_p2771	galR	2976377	2977408	+	10,9496124	DNA-binding transcriptional repressor	1763626
Y75_p2772	lysA	2977415	2978677	-	7,265241489	diaminopimelate decarboxylase, PLP-binding	1763627
Y75_p2773	lysR	2978799	2979734	+	13,08440171	DNA-binding transcriptional dual regulator	1763628
Y75_p2774	ygeA	2979721	2980413	-	8,324675325	racemase	1763629
Y75_p2775	araE	2980542	2981960	-	3,914023961	arabinose transporter	1763630
Y75_p2778	yqeF	2984189	2985370	-	13,49238579	acyltransferase	1763631
Y75_p2779	yqeG	2985625	2986854	+	10,2203252	transporter	1763632
Y75_p2780	yqeH	2987314	2987946	+	1,458135861	hypothetical protein	1763633
Y75_p2783	yqeK	2989713	2990138	-	1,521126761	hypothetical protein	1763634
Y75_p2784	ygeF	2990332	2990778	+	1,142857143	hypothetical protein	1763635
Y75_p2785	ygeG	2991046	2991537	+	0,441056911	chaperone	1763636
Y75_p2786	ygeH	2991872	2993248	+	1,844589688	transcriptional regulator	1763637
Y75_p2787	ygeI	2993416	2993634	+	0,730593607	hypothetical protein	1763638
Y75_p2791	ygeM	2995092	2995523	-	3,41301273	hypothetical protein	1763639
Y75_p2798	ygeR	2998914	2999669	-	21,10449735	Tetratricopeptide repeat transcriptional regulator	1763640
Y75_p2802	ygeV	3003786	3005564	-	3,12197864	DNA-binding transcriptional regulator	1763641
Y75_p2810	ygfJ	3014938	3015516	+	3,792746114	hypothetical protein	1763642
Y75_p2820	ygfU	3031145	3032593	+	0,841269841	transporter	1763643
Y75_p2821	idi	3032843	3033391	+	12,2568306	isopentenyl diphosphate isomerase	1763644
Y75_p2827	fldB	3039633	3040154	+	66,10344828	flavodoxin 2	1763645
Y75_p2830	ygfZ	3041091	3042071	+	32,80326198	folate-dependent regulatory protein	1763646
Y75_p2831	yqfA	3042267	3042926	-	36,40909091	oxidoreductase, inner membrane subunit	1763647
Y75_p2832	yqfB	3043090	3043401	-	14,90064103	hypothetical protein	1763648
Y75_p2833	bglA	3043440	3044879	+	14,7375	6-phospho-beta-glucosidase A	1763649
Y75_p2834	ygfF	3044936	3045679	-	10,40591398	NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain	1763650
Y75_p2842	zapA	3055390	3055719	+	162,6212121	protein that localizes to the cytokinetic ring	1763651
Y75_p2843	ygfA	3056019	3056567	+	138,0145719	ligase	1763652
Y75_p2844	serA	3056956	3058188	-	39,81265207	D-3-phosphoglycerate dehydrogenase	1763653
Y75_p2845	rpiA	3058444	3059103	-	27,64393939	ribosephosphate isomerase	1763654
Y75_p2846	yqfE	3059159	3059389	-	1,816199377	hypothetical protein	1763655
Y75_p2847	argP	3059531	3060424	+	23,04362416	DNA-binding transcriptional activator	1763656
Y75_p2852	ygfI	3066055	3066951	-	5,030100334	DNA-binding transcriptional regulator	1763657
Y75_p2855	mscS	3068725	3069585	-	28,29732869	mechanosensitive channel	1763658
Y75_p2856	fbaA	3069943	3071022	-	72,66388889	fructose-bisphosphate aldolase, class II	1763659
Y75_p2865	tktA	3079422	3081413	-	47,76104418	transketolase 1, thiamin-binding	1763660
Y75_p2866	yggG	3081691	3082449	+	20,43873518	peptidase	1763661
Y75_p2867	speB	3082655	3083575	-	10,6970684	agmatinase	1763662
Y75_p2870	yqgC	3085965	3086180	+	63,07407407	hypothetical protein	1763663
Y75_p2872	metK	3086484	3087638	+	29,23896104	methionine adenosyltransferase 1	1763665
Y75_p2875	endA	3090125	3090832	+	6,677966102	DNA-specific endonuclease I	1763666
Y75_p2880	yggR	3093878	3094858	-	14,87971458	transporter	1763667
Y75_p2886	yggM	3098336	3099343	-	7,069444444	hypothetical protein	1763668
Y75_p2887	ansB	3099460	3100506	-	8,476599809	periplasmic L-asparaginase II	1763669
Y75_p2888	yggN	3100682	3101401	-	31,02916667	hypothetical protein	1763670
Y75_p2894	nupG	3105492	3106748	+	6,820206842	nucleoside transporter	1763671
Y75_p2895	speC	3106798	3108933	-	8,186329588	ornithine decarboxylase	1763672
Y75_p2896	yqgA	3109331	3110038	+	6,228813559	inner membrane protein	1763673
Y75_p2897	yghD	3110368	3110904	-	18,53445065	secretion pathway M-type protein, membrane anchored	1763674
Y75_p2899	yghF	3111832	3112698	-	8,822143698	secretion pathway protein, C-type protein	1763675
Y75_p2902	yghJ	3114328	3118890	-	9,833881219	inner membrane lipoprotein	1763676
Y75_p2903	yghK	3119375	3121057	-	3,669637552	glycolate transporter	1763677
Y75_p2909	glcC	3128050	3128814	+	34,6496732	DNA-binding transcriptional dual regulator	1763678
Y75_p2910	yghO	3128821	3129993	-	13,54768392	DNA-binding transcriptional regulator	1763679
Y75_p2915	yghT	3133909	3134601	+	0,909090909	hypothetical protein	1763681
Y75_p2916	pitB	3134650	3136149	-	1,126666667	phosphate transporter	1763682
Y75_p2917	gss	3136441	3138300	-	11,79193548	fused glutathionylspermidine amidase and glutathionylspermidine synthetase	1763683
Y75_p2918	yghU	3138505	3139371	+	5,891580161	S-transferase	1763684
Y75_p2927	yghW	3146228	3146515	-	3,809027778	hypothetical protein	1763685
Y75_p2930	yghZ	3147675	3148715	+	11,18924111	aldo-keto reductase	1763686
Y75_p2931	yqhA	3148755	3149249	-	18,33737374	inner membrane protein	1763687
Y75_p2932	yghA	3149440	3150324	+	3,919774011	glutathionylspermidine synthase, with NAD(P)-binding Rossmann-fold domain	1763688
Y75_p2935	metC	3152014	3153201	+	7,433501684	cystathionine beta-lyase, PLP-dependent	1763689
Y75_p2936	yghB	3153341	3154000	+	66,24545455	inner membrane protein	1763690
Y75_p2937	yqhC	3154040	3154996	-	6,990595611	DNA-binding transcriptional regulator	1763691
Y75_p2942	ygiQ	3158705	3160924	-	20,21531532	hypothetical protein	1763692
Y75_p2945	parC	3163493	3165751	-	27,50464807	DNA topoisomerase IV, subunit A	1763693
Y75_p2946	ygiS	3165889	3167496	-	8,265547264	transporter subunit	1763694
Y75_p2953	ygiZ	3171657	3171989	-	1,84984985	inner membrane protein	1763695
Y75_p2965	zupT	3181397	3182212	-	21,60329531	dioxygenase	1763696
Y75_p2966	ygiE	3182328	3183101	+	20,28165375	zinc transporter	1763697
Y75_p2967	ribB	3183591	3184244	-	77,36544343	3,4 dihydroxy-2-butanone-4-phosphate synthase	1763698
Y75_p2968	yqiC	3184618	3184908	+	51,87285223	hypothetical protein	1763699
Y75_p2969	ygiL	3185192	3185743	+	1,610507246	fimbrial-like adhesin protein	1763700
Y75_p2975	glgS	3191517	3191717	-	8,303482587	glycogen synthesis protein	1763701
Y75_p2983	bacA	3203088	3203909	-	22,30170316	undecaprenyl pyrophosphate phosphatase	1763702
Y75_p2984	folB	3203999	3204367	-	9,501355014	bifunctional dihydroneopterin aldolase/dihydroneopterin triphosphate 2'-epimerase	1763703
Y75_p2985	ygiH	3204472	3205089	+	26,13430421	inner membrane protein	1763704
Y75_p2986	ygiP	3205102	3206034	-	8,70096463	DNA-binding transcriptional regulator	1763705
Y75_p2990	ygjD	3209308	3210321	-	20,50591716	peptidase	1763706
Y75_p2991	rpsU	3210559	3210774	+	563,2222222	30S ribosomal protein S21	1763707
Y75_p2992	dnaG	3210885	3212630	+	91,70790378	DNA primase	1763708
Y75_p2993	rpoD	3212825	3214666	+	52,75407166	RNA polymerase, sigma 70 (sigma D) factor	1763709
Y75_p2994	ygjF	3214745	3215251	-	13,91321499	G/U mismatch-specific DNA glycosylase	1763710
Y75_p2995	yqjH	3215505	3216269	-	9,488888889	siderophore interacting protein	1763711
Y75_p2996	yqjI	3216557	3217180	+	10,4150641	transcriptional regulator	1763712
Y75_p2997	aer	3217334	3218854	-	6,372781065	fused signal transducer for aerotaxis sensory component and methyl accepting chemotaxis component	1763713
Y75_p2998	ygjG	3219245	3220651	+	2,500724638	putrescine:2-oxoglutaric acid aminotransferase, PLP-dependent	1763714
Y75_p2999	ygjH	3220693	3221025	-	1,984984985	hypothetical protein	1763715
Y75_p3000	ebgR	3221244	3222227	+	12,31808943	DNA-binding transcriptional repressor	1763716
Y75_p3006	fadH	3231443	3233461	+	2,527984151	2,4-dienoyl-CoA reductase	1763717
Y75_p3009	ygjO	3234517	3235653	-	9,072119613	methyltransferase small domain	1763718
Y75_p3013	alx	3238358	3239323	+	15,96066253	inner membrane protein, part of terminus	1763719
Y75_p3014	sstT	3239722	3240966	+	27,84738956	sodium:serine/threonine symporter	1763720
Y75_p3015	ygjV	3240971	3241522	-	17,50362319	inner membrane protein	1763721
Y75_p3018	exuT	3244882	3246300	+	4,078224101	hexuronate transporter	1763722
Y75_p3019	exuR	3246430	3247206	+	43,05662806	DNA-binding transcriptional repressor	1763723
Y75_p3026	yqjF	3250340	3250732	+	3,478371501	quinol oxidase subunit	1763724
Y75_p3027	yqjG	3250802	3251788	+	3,339412361	S-transferase	1763725
Y75_p3028	yhaH	3252082	3252447	+	17,08196721	inner membrane protein	1763726
Y75_p3029	yhaI	3252689	3253045	+	5,994397759	inner membrane protein	1763727
Y75_p3030	yhaJ	3253096	3253992	-	13,69565217	DNA-binding transcriptional regulator	1763728
Y75_p3042	tdcA	3267104	3268042	-	1,12886049	DNA-binding transcriptional activator	1763730
Y75_p3043	tdcR	3268357	3268575	+	1,095890411	DNA-binding transcriptional activator	1763731
Y75_p3044	yhaB	3268831	3269370	+	4,131481481	hypothetical protein	1763732
Y75_p3045	yhaC	3269392	3270579	+	0,858585859	hypothetical protein	1763733
Y75_p3050	garD	3276259	3277830	+	1,930661578	(D)-galactarate dehydrogenase	1763734
Y75_p3053	agaR	3278833	3279642	-	43,27037037	DNA-binding transcriptional dual regulator	1763735
Y75_p3057	agaA	3282099	3282602	+	1,801801802	truncated N-acetylgalactosamine-6-phosphate deacetylase	1763736
Y75_p3064	yraH	3288403	3288987	+	14,75726496	fimbrial-like adhesin protein	1763737
Y75_p3068	yraL	3293452	3294312	-	12,72938444	methyltransferase	1763738
Y75_p3075	yhbO	3299951	3300469	+	14,18689788	intracellular protease	1763739
Y75_p3076	yhbP	3300449	3300892	-	13,89414414	hypothetical protein	1763740
Y75_p3077	yhbQ	3300943	3301245	+	83,18811881	endonuclease	1763741
Y75_p3083	mtr	3305550	3306794	-	8,065060241	tryptophan transporter of high affinity	1763742
Y75_p3084	deaD	3306948	3308837	-	142,5285714	ATP-dependent RNA helicase	1763743
Y75_p3085	nlpI	3309017	3309901	-	503,2519774	hypothetical protein	1763744
Y75_p3086	pnp	3310010	3312214	-	83,61985019	polynucleotide phosphorylase/polyadenylase	1763745
Y75_p3087	rpsO	3312392	3312661	-	292,3814815	30S ribosomal protein S15	1763746
Y75_p3093	argG	3319614	3320957	+	8,064732143	argininosuccinate synthetase	1763747
Y75_p3094	yhbX	3320965	3322590	-	9,872078721	hydrolase, inner membrane	1763748
Y75_p3095	secG	3323150	3323482	-	986,7417417	preprotein translocase membrane subunit	1763749
Y75_p3099	rrmJ	3328012	3328641	-	128,347619	23S rRNA methyltransferase	1763750
Y75_p3100	yhbY	3328767	3329060	+	224,7210884	RNA-binding protein	1763751
Y75_p3101	greA	3329216	3329692	-	53,06498952	transcription elongation factor	1763752
Y75_p3102	dacB	3329940	3331373	+	18,95746165	D-alanyl-D-alanine carboxypeptidase	1763753
Y75_p3107	ispB	3334687	3335658	+	60,23148148	octaprenyl diphosphate synthase	1763754
Y75_p3108	sfsB	3335886	3336164	+	55,92831541	DNA-binding transcriptional regulator	1763755
Y75_p3127	yrbL	3349429	3350061	+	122,2701422	hypothetical protein	1763756
Y75_p3134	gltF	3362153	3362917	+	4,699346405	hypothetical protein	1763757
Y75_p3139	yhcF	3367903	3368619	+	9,591352859	transcriptional regulator	1763759
Y75_p3140	yhcG	3368804	3369931	+	9,020390071	hypothetical protein	1763760
Y75_p3145	nanA	3373660	3374553	-	2,833333333	N-acetylneuraminate lyase	1763761
Y75_p3146	nanR	3374675	3375466	-	35,94570707	DNA-binding transcriptional dual regulator	1763762
Y75_p3147	dcuD	3375846	3377213	+	12,00511696	transporter	1763763
Y75_p3152	yhcM	3379847	3380974	-	18,76329787	hypothetical protein	1763764
Y75_p3153	yhcB	3381168	3381566	+	93,90225564	hypothetical protein	1763765
Y75_p3156	mdh	3384307	3385245	-	51,48349308	malate dehydrogenase	1763766
Y75_p3157	argR	3385680	3386150	+	40,53927813	DNA-binding transcriptional dual regulator	1763767
Y75_p3158	yhcN	3386515	3386778	+	84,55681818	hypothetical protein	1763768
Y75_p3159	yhcO	3386834	3387106	-	2,120879121	barnase inhibitor	1763769
Y75_p3163	aaeR	3390497	3391426	+	24,74946237	DNA-binding transcriptional regulator	1763770
Y75_p3164	tldD	3391560	3393005	-	40,65006916	peptidase	1763771
Y75_p3165	yhdP	3393435	3397235	-	34,01236517	membrane protein transporter	1763772
Y75_p3171	yhdA	3402369	3404309	-	20,12879959	inner membrane protein	1763773
Y75_p3172	yhdH	3404461	3405435	+	9,04	oxidoreductase	1763774
Y75_p3180	yhdJ	3412630	3413514	+	3,552542373	methyltransferase	1763775
Y75_p3181	yhdU	3413598	3413777	+	6,655555556	membrane protein	1763776
Y75_p3182	envR	3413780	3414442	-	3,369532428	DNA-binding transcriptional regulator	1763777
Y75_p3185	yhdV	3419367	3419588	+	5,108108108	outer membrane protein	1763778
Y75_p3194	zraP	3436115	3436540	+	13,57511737	Zn-binding periplasmic protein	1763779
Y75_p3201	rsd	3440995	3441471	+	50,56603774	stationary phase protein, binds sigma 70 RNA polymerase subunit	1763780
Y75_p3208	htrC	3447478	3448017	-	41,69259259	heat shock protein	1763781
Y75_p3211	rplL	3456878	3457243	-	530,3032787	50S ribosomal protein L7/L12	1763782
Y75_p3212	rplJ	3457310	3457807	-	518,1285141	50S ribosomal protein L10	1763783
Y75_p3218	coaA	3462777	3463727	+	34,09568875	pantothenate kinase	1763785
Y75_p3223	trmA	3474533	3475633	+	57,94732062	tRNA (uracil-5-)-methyltransferase	1763786
Y75_p3226	sthA	3477013	3478413	+	135,7987152	pyridine nucleotide transhydrogenase, soluble	1763787
Y75_p3227	oxyR	3478396	3479313	-	93,27559913	DNA-binding transcriptional dual regulator	1763788
Y75_p3231	argE	3482956	3484107	+	8,4765625	acetylornithine deacetylase	1763789
Y75_p3232	ppc	3484705	3487356	+	24,77564103	phosphoenolpyruvate carboxylase	1763790
Y75_p3233	yijP	3487538	3489271	+	13,57554787	inner membrane protein	1763791
Y75_p3234	yijO	3489486	3490337	+	8,787558685	DNA-binding transcriptional regulator	1763792
Y75_p3243	yijF	3500146	3500763	+	6,817152104	hypothetical protein	1763793
Y75_p3246	metF	3504297	3505187	-	8,210998878	5,10-methylenetetrahydrofolate reductase	1763794
Y75_p3249	metJ	3509408	3509725	+	36,66037736	DNA-binding transcriptional repressor	1763795
Y75_p3250	yiiX	3509909	3510517	+	27,69950739	peptidoglycan peptidase	1763796
Y75_p3251	rpmE	3510578	3510790	-	145,5680751	50S ribosomal protein L31	1763797
Y75_p3252	priA	3510993	3513191	+	11,20281946	primosome factor n'	1763798
Y75_p3253	cytR	3513347	3514372	+	15,65497076	DNA-binding transcriptional dual regulator	1763799
Y75_p3257	menA	3517454	3518380	+	10,85005394	1,4-dihydroxy-2-naphthoate octaprenyltransferase	1763800
Y75_p3258	rraA	3518473	3518958	+	103,3024691	ribonuclease E (RNase E) inhibitor protein	1763801
Y75_p3259	yiiU	3519043	3519288	-	101,4430894	hypothetical protein	1763802
Y75_p3262	glpX	3522224	3523234	+	22,19782394	fructose 1,6-bisphosphatase II	1763803
Y75_p3263	fpr	3523331	3524077	+	28,06827309	ferredoxin-NADP reductase	1763804
