TU_ID	Gene_name	Start	End	Strand	Expression	Gene_description
1594	ompR-envZ	4104783	4107022	+	100	ompR-envZ
1595	feoABC	4098574	4101481	-	100	feoABC
1596	yhgH-nfuA	4095339	4096871	-	100	yhgH-nfuA
1597	bioH	4096680	4097464	+	100	bioH
1598	nfuA	4095339	4096080	-	100	nfuA
1599	nfuA	4095339	4095942	-	100	nfuA
1600	gntT	4093663	4095133	-	100	gntT
1601	gntT	4093663	4095092	-	100	gntT
1602	gntT	4093663	4095089	-	100	gntT
1603	malQ	4091139	4093552	+	100	malQ
1604	malPQ	4089028	4093552	+	100	malPQ
1605	malT	4085718	4088514	-	100	malT
1606	rtcBA	4083431	4085705	+	100	rtcBA
1607	glpR	4080781	4081784	+	100	glpR
1608	glpR	4080646	4081784	+	100	glpR
1609	glpGR	4080057	4081784	+	100	glpGR
1610	glpEGR	4079688	4081784	+	100	glpEGR
1611	glpD	4078019	4079566	-	100	glpD
1612	glgAP	4073145	4077403	+	100	glgAP
1613	glgCAP	4072148	4077403	+	100	glgCAP
1614	glgCAP	4072082	4077403	+	100	glgCAP
1615	glgCAP	4071966	4077403	+	100	glgCAP
1616	glgBXCAP	4067880	4077403	+	100	glgBXCAP
1617	gntKU	4063892	4065849	+	100	gntKU
1618	gntK	4063892	4064531	+	100	gntK
1619	gntR	4062719	4063915	+	100	gntR
1620	gntR	4062675	4063915	+	100	gntR
1621	gntR	4062657	4063915	+	100	gntR
1622	ryhB	4060521	4060610	+	100	ryhB
1623	yhhY	4059911	4060426	-	100	yhhY
1624	ugpBAECQ	4049159	4054167	+	100	ugpBAECQ
1625	ugpBAECQ	4049111	4054167	+	100	ugpBAECQ
1626	livKHMGF	4043807	4048813	+	100	livKHMGF
1627	livKHMGF	4043782	4048813	+	100	livKHMGF
1628	livJ	4041775	4042982	+	100	livJ
1629	rpoH	4040724	4041650	+	100	rpoH
1630	rpoH	4040688	4041650	+	100	rpoH
1631	rpoH	4040674	4041650	+	100	rpoH
1632	rpoH	4040667	4041650	+	100	rpoH
1633	rpoH	4040534	4041650	+	100	rpoH
1634	zntA	4032888	4035115	-	100	zntA
1635	nikABCDER	4022548	4028098	-	100	nikABCDER
1636	nikABCDER	4022548	4027909	-	100	nikABCDER
1637	nikR	4022548	4023000	-	100	nikR
1638	yhiM	4005644	4006794	-	100	yhiM
1639	pitA	4002396	4003925	-	100	pitA
1640	uspB	4001689	4002152	+	100	uspB
1641	uspA	4000946	4001554	-	100	uspA
1642	uspA	4000946	4001539	-	100	uspA
1643	uspA	4000946	4001537	-	100	uspA
1644	prlC-rsmJ	3996299	3999157	+	100	prlC-rsmJ
1645	rlmJ	3995310	3996187	-	100	rlmJ
1646	gor	3993886	3995425	-	100	gor
1647	dinQ	3993555	3993885	+	100	dinQ
1648	agrA	3993390	3993474	-	100	agrA
1649	agrB	3993153	3993243	-	100	agrB
1650	arsRBC	3990875	3993025	-	100	arsRBC
1651	slp-dctR	3986324	3987601	-	100	slp-dctR
1652	hdeAB-yhiD	3984746	3986282	+	100	hdeAB-yhiD
1653	hdeD	3983970	3984577	-	100	hdeD
1654	gadEF	3982455	3983737	-	100	gadEF
1655	arrS	3983483	3983551	+	100	arrS
1656	gadEF-mdtEF	3978010	3983475	-	100	gadEF-mdtEF
1657	gadEF	3982455	3983295	-	100	gadEF
1658	gadEF-mdtEF	3978010	3983192	-	100	gadEF-mdtEF
1659	mdtEF	3978010	3982453	-	100	mdtEF
1660	mdtEF	3978010	3982397	-	100	mdtEF
1661	mdtEF	3978010	3982392	-	100	mdtEF
1662	gadW	3976886	3977996	+	100	gadW
1663	gadW	3976756	3977996	+	100	gadW
1664	gadY	3976576	3976673	-	100	gadY
1665	gadX	3975698	3976622	+	100	gadX
1666	gadXW	3975698	3977996	+	100	gadXW
1667	gadAX	3973930	3976622	+	100	gadAX
1668	ccp	3972276	3973746	+	100	ccp
1669	treF	3970296	3971986	-	100	treF
1670	yhjC	3968224	3969401	-	100	yhjC
1671	yhjG	3963125	3965247	+	100	yhjG
1672	pdeH	3962308	3963117	+	100	pdeH
1673	yhjJ	3959521	3961093	+	100	yhjJ
1674	dctA	3958039	3959376	+	100	dctA
1675	bcsBZ	3948864	3952382	+	100	bcsBZ
1676	yhjR	3945173	3945540	+	100	yhjR
1677	bcsEFG	3941644	3945094	-	100	bcsEFG
1678	rdlD	3941338	3941401	-	100	rdlD
1679	ldrD	3941265	3941638	+	100	ldrD
1680	dppABCDF	3933667	3939673	+	100	dppABCDF
1681	proK	3932843	3932921	+	100	proK
1682	eptB	3930956	3932753	+	100	eptB
1683	yhjX	3929494	3930738	+	100	yhjX
1684	yiaF	3922440	3923203	+	100	yiaF
1685	yiaG	3921769	3922106	-	100	yiaG
1686	cspA	3921224	3921648	-	100	cspA
1687	cspA	3921224	3921597	-	100	cspA
1688	insK	3919488	3920472	-	100	insK
1689	glyQS	3916183	3919246	+	100	glyQS
1690	xylAB	3910730	3913620	+	100	xylAB
1691	xylFGHR	3905380	3910468	-	100	xylFGHR
1692	xylR	3905380	3906631	-	100	xylR
1693	malS	3901967	3904067	-	100	malS
1694	malS	3901917	3904067	-	100	malS
1695	avtA	3900579	3901863	-	100	avtA
1696	yiaJ	3898919	3899853	+	100	yiaJ
1697	yiaKLMNO-lyxK-sgbHUE	3890756	3898863	-	100	yiaKLMNO-lyxK-sgbHUE
1698	yiaKLMNO-lyxK-sgbHUE	3890756	3898817	-	100	yiaKLMNO-lyxK-sgbHUE
1699	aldB	3885002	3886631	+	100	aldB
1700	selAB	3880240	3883520	+	100	selAB
1701	yibF	3879562	3880190	+	100	yibF
1702	mtlADR	3865362	3869349	-	100	mtlADR
1703	mtlADR	3865328	3869349	-	100	mtlADR
1704	mtlADR	3865233	3869349	-	100	mtlADR
1705	mtlADR	3865118	3869349	-	100	mtlADR
1706	lldPRD	3860520	3864248	-	100	lldPRD
1707	cysE	3858856	3859796	+	100	cysE
1708	secB-gpsA	3857334	3858895	+	100	secB-gpsA
1709	gpmM-envC-yibQ	3852477	3856350	-	100	gpmM-envC-yibQ
1710	yibN-grxC-secB-gpsA	3856342	3858895	+	100	yibN-grxC-secB-gpsA
1711	gpmM-envC-yibQ	3852477	3856302	-	100	gpmM-envC-yibQ
1712	waaH	3851388	3852490	+	100	waaH
1713	kbl-tdh	3848960	3851217	+	100	kbl-tdh
1714	rfaD-waaFCL	3843330	3847672	-	100	rfaD-waaFCL
1715	rfaD-waaFCL	3843330	3847641	-	100	rfaD-waaFCL
1716	rfaD-waaFCL	3843330	3847598	-	100	rfaD-waaFCL
1717	rfaD-waaFCL	3843330	3847567	-	100	rfaD-waaFCL
1718	waaYZ	3840401	3842192	+	100	waaYZ
1719	waaQGPSBOJYZU	3833357	3843298	+	100	waaQGPSBOJYZU
1720	rirA-waaQGPSBOJYZU	3833299	3843298	+	100	rirA-waaQGPSBOJYZU
1721	waaA	3831720	3833281	-	100	waaA
1722	waaA-coaD	3831233	3833021	-	100	waaA-coaD
1723	waaA	3831720	3833021	-	100	waaA
1724	mutM	3830362	3831194	+	100	mutM
1725	rpmBG-mutM	3829542	3831194	+	100	rpmBG-mutM
1726	rpmBG	3829542	3830328	+	100	rpmBG
1727	yicR-rpmBG-mutM	3828960	3831194	+	100	yicR-rpmBG-mutM
1728	yicR-rpmBG	3828960	3830328	+	100	yicR-rpmBG
1729	dfp	3827586	3828834	-	100	dfp
1730	dut-slmA	3826447	3827685	-	100	dut-slmA
1731	rph-pyrE	3824957	3826441	+	100	rph-pyrE
1732	rph	3824957	3825730	+	100	rph
1733	yicC	3823934	3824892	-	100	yicC
1734	dinD	3822953	3823838	-	100	dinD
1735	gmk	3819486	3820149	-	100	gmk
1736	rpoZ-spoT-trmH-recG	3814246	3819460	-	100	rpoZ-spoT-trmH-recG
1737	yicH	3809371	3811106	-	100	yicH
1738	selC	3805221	3805339	-	100	selC
1739	yicJI	3804873	3809318	+	100	yicJI
1740	nlpA	3801520	3802362	+	100	nlpA
1741	nepI	3799766	3800988	+	100	nepI
1742	adeD	3795807	3797627	-	100	adeD
1743	uhpT	3794339	3795761	+	100	uhpT
1744	ivbL-ilvBN	3788514	3790791	+	100	ivbL-ilvBN
1745	ivbL	3788514	3788702	+	100	ivbL
1746	istR	3788345	3788419	+	100	istR
1747	istR	3788280	3788419	+	100	istR
1748	tisB	3787848	3788200	-	100	tisB
1749	emrD	3786431	3787692	-	100	emrD
1750	yidL	3780361	3781284	-	100	yidL
1751	ibpB	3774556	3775068	+	100	ibpB
1752	ibpAB	3774019	3775068	+	100	ibpAB
1753	yidQ	3773477	3773993	-	100	yidQ
1754	gyrB	3761387	3763832	+	100	gyrB
1755	recF	3759696	3761389	+	100	recF
1756	recF	3759676	3761389	+	100	recF
1757	dnaN-recF	3759189	3761389	+	100	dnaN-recF
1758	dnaN-recF	3758975	3761389	+	100	dnaN-recF
1759	dnaN-recF	3758947	3761389	+	100	dnaN-recF
1760	dnaN-recF	3758804	3761389	+	100	dnaN-recF
1761	dnaAN-recF	3757655	3761389	+	100	dnaAN-recF
1762	dnaAN-recF	3757576	3761389	+	100	dnaAN-recF
1763	rpmH-rnpA	3756685	3757472	-	100	rpmH-rnpA
1764	rpmH-rnpA	3756685	3757426	-	100	rpmH-rnpA
1765	rpmH-rnpA	3756685	3757300	-	100	rpmH-rnpA
1766	tnaCAB	3753028	3753126	-	100	tnaCAB
1767	tnaC	3753028	3753126	-	100	tnaC
1768	yieEF	3742585	3743974	-	100	yieEF
1769	bglGFB	3731106	3735554	+	100	bglGFB
1770	bglGFB	3731106	3731210	+	100	bglGFB
1771	bglG	3731106	3732167	+	100	bglG
1772	bglG	3731086	3732167	+	100	bglG
1773	phoU	3730138	3730950	+	100	phoU
1774	pstB-phoU	3729356	3730950	+	100	pstB-phoU
1775	pstB-phoU	3729247	3730950	+	100	pstB-phoU
1776	pstCAB-phoU	3727261	3730950	+	100	pstCAB-phoU
1777	pstSCAB-phoU	3726235	3730950	+	100	pstSCAB-phoU
1778	pstS	3726235	3727360	+	100	pstS
1779	pstSCA	3726235	3729308	+	100	pstSCA
1780	glmUS	3722580	3725993	+	100	glmUS
1781	glmUS	3722477	3725993	+	100	glmUS
1782	atpBEFHAGDC	3715669	3722295	+	100	atpBEFHAGDC
1783	atpBEFHAGDC	3715533	3722295	+	100	atpBEFHAGDC
1784	atpIBEFHAGDC	3715278	3722295	+	100	atpIBEFHAGDC
1785	mnmG-rsmG	3712129	3714746	+	100	mnmG-rsmG
1786	mioC	3711328	3711791	+	100	mioC
1787	asnC	3710772	3711258	+	100	asnC
1788	asnC-mioC	3710772	3711791	+	100	asnC-mioC
1789	asnC-mioC-mnmG	3710772	3714098	+	100	asnC-mioC-mnmG
1790	asnA	3709656	3710674	-	100	asnA
1791	kup	3704619	3706700	-	100	kup
1792	ravA-viaA	3706675	3709651	+	100	ravA-viaA
1793	kup	3704619	3706622	-	100	kup
1794	kup	3704619	3706538	-	100	kup
1795	rbsDACBKR	3698584	3704481	-	100	rbsDACBKR
1796	rrsC-gltU-rrlC-rrfC	3690736	3696287	-	100	rrsC-gltU-rrlC-rrfC
1797	rrsC-gltU-rrlC-rrfC	3690736	3696170	-	100	rrsC-gltU-rrlC-rrfC
1798	hdfR	3689782	3690675	+	100	hdfR
1799	ilvLXG_1G_2MEDA	3680818	3687585	-	100	ilvLXG_1G_2MEDA
1800	ilvLXG_1G_2MEDA	3680680	3687585	-	100	ilvLXG_1G_2MEDA
1801	ilvL	3687332	3687585	-	100	ilvL
1802	ilvLXG_1G_2MEDA	3680818	3687513	-	100	ilvLXG_1G_2MEDA
1803	ilvLXG_1G_2MEDA	3680680	3687513	-	100	ilvLXG_1G_2MEDA
1804	ilvL	3687332	3687513	-	100	ilvL
1805	ilvEDA	3680818	3685415	-	100	ilvEDA
1806	ilvEDA	3680680	3685415	-	100	ilvEDA
1807	ilvA	3680818	3682568	-	100	ilvA
1808	ilvA	3680680	3682568	-	100	ilvA
1809	ilvY	3679936	3680920	+	100	ilvY
1810	ilvC	3678358	3679891	-	100	ilvC
1811	ppiC	3677962	3678271	+	100	ppiC
1812	rep	3675105	3677156	-	100	rep
1813	trxA	3671713	3672156	-	100	trxA
1814	trxA	3671713	3672116	-	100	trxA
1815	rhoL-rho	3670127	3671641	-	100	rhoL-rho
1816	rhoL	3671468	3671641	-	100	rhoL
1817	rhoL	3671444	3671641	-	100	rhoL
1818	rhoL	3671290	3671641	-	100	rhoL
1819	rhoL	3671063	3671641	-	100	rhoL
1820	rhoL	3670927	3671641	-	100	rhoL
1821	rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM	3657107	3670003	-	100	rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM
1822	argX-hisR-leuT-proM	3654962	3655439	-	100	argX-hisR-leuT-proM
1823	aslB	3653610	3655022	-	100	aslB
1824	glmZ	3651200	3651371	-	100	glmZ
1825	cyaA	3644104	3647029	-	100	cyaA
1826	cyaA	3644104	3647013	-	100	cyaA
1827	cyaA	3644104	3646804	-	100	cyaA
1828	yifL-dapF-yigA-xerC-yigB	3639904	3643311	-	100	yifL-dapF-yigA-xerC-yigB
1829	uvrD	3637626	3639896	-	100	uvrD
1830	uvrD	3637626	3639832	-	100	uvrD
1831	corA	3635427	3636609	-	100	corA
1832	yigI	3633079	3633573	+	100	yigI
1833	pldA	3631967	3632989	-	100	pldA
1834	recQ	3630040	3631967	-	100	recQ
1835	metR	3624966	3625940	+	100	metR
1836	metR	3624948	3625940	+	100	metR
1837	metE	3622489	3624919	-	100	metE
1838	ysgA	3621460	3622449	+	100	ysgA
1839	udp	3620611	3621412	-	100	udp
1840	esrE	3617574	3617825	-	100	esrE
1841	tatABCD	3613467	3615894	-	100	tatABCD
1842	tatABC	3614266	3615894	-	100	tatABC
1843	fre	3610575	3611360	-	100	fre
1844	fre	3610575	3611318	-	100	fre
1845	fadBA	3606790	3610194	+	100	fadBA
1846	pepQ-yigZ-trkH-hemG	3602650	3606656	-	100	pepQ-yigZ-trkH-hemG
1847	rrsA-ileT-alaT-rrlA-rrfA	3597167	3602564	-	100	rrsA-ileT-alaT-rrlA-rrfA
1848	rrsA-ileT-alaT-rrlA-rrfA	3597167	3602447	-	100	rrsA-ileT-alaT-rrlA-rrfA
1849	mobAB	3595773	3596897	+	100	mobAB
1850	yihD	3595465	3595754	-	100	yihD
1851	mobAB	3595682	3596897	+	100	mobAB
1852	srkA-dsbA	3593759	3595412	-	100	srkA-dsbA
1853	dsbA	3593759	3594426	-	100	dsbA
1854	yihG	3591151	3592133	+	100	yihG
1855	polA	3588051	3590863	-	100	polA
1856	spf	3587796	3587904	-	100	spf
1857	csrC	3586523	3586767	-	100	csrC
1858	yihI	3585947	3586495	-	100	yihI
1859	hemN	3584385	3585860	-	100	hemN
1860	glnLG	3581432	3583934	+	100	glnLG
1861	glnA	3579696	3581813	+	100	glnA
1862	glnALG	3579696	3583934	+	100	glnALG
1863	glnA	3579581	3581813	+	100	glnA
1864	glnALG	3579581	3583934	+	100	glnALG
1865	yihXY-dtd-yiiD	3559365	3562255	-	100	yihXY-dtd-yiiD
1866	rhaD	3543418	3544355	+	100	rhaD
1867	rhaBAD	3540331	3544355	+	100	rhaBAD
1868	rhaSR	3538309	3540092	-	100	rhaSR
1869	rhaT	3537237	3538312	+	100	rhaT
1870	sodA	3536373	3537044	-	100	sodA
1871	cpxRA	3532117	3534201	+	100	cpxRA
1872	cpxPQ	3531424	3532018	-	100	cpxPQ
1873	pfkA	3529289	3530329	-	100	pfkA
1874	pfkA	3529289	3530281	-	100	pfkA
1875	cdh	3527073	3527896	-	100	cdh
1876	tpiA	3526279	3527063	+	100	tpiA
1877	tpiA	3526234	3527063	+	100	tpiA
1878	yiiS-uspD	3524082	3524934	-	100	yiiS-uspD
1879	fpr	3523304	3524077	+	100	fpr
1880	glpFKX	3519642	3523276	+	100	glpFKX
1881	rraA	3518445	3518958	+	100	rraA
1882	menA-rraA	3517405	3518958	+	100	menA-rraA
1883	menA-rraA	3517397	3518958	+	100	menA-rraA
1884	hslVU	3515449	3517435	+	100	hslVU
1885	cytR	3513294	3514372	+	100	cytR
1886	rpmE	3510578	3510895	-	100	rpmE
1887	metJ	3509337	3509725	+	100	metJ
1888	metJ	3509274	3509725	+	100	metJ
1889	metJ	3509245	3509725	+	100	metJ
1890	metBL	3505536	3509167	-	100	metBL
1891	metF	3504297	3505257	-	100	metF
1892	katG	3501788	3503991	-	100	katG
1893	ppc	3484613	3487356	+	100	ppc
1894	argCBH	3479580	3482918	-	100	argCBH
1895	argE	3482906	3484107	+	100	argE
1896	argE	3482725	3484107	+	100	argE
1897	oxyS	3479409	3479518	+	100	oxyS
1898	oxyR	3478396	3479346	-	100	oxyR
1899	sthA	3477001	3478413	+	100	sthA
1900	trmA	3474508	3475666	+	100	trmA
1901	btuB-murI	3471518	3474404	-	100	btuB-murI
1902	rrsB-gltT-rrlB-rrfB	3466000	3471436	-	100	rrsB-gltT-rrlB-rrfB
1903	rrsB-gltT-rrlB-rrfB	3465841	3471436	-	100	rrsB-gltT-rrlB-rrfB
1904	rrsB-gltT-rrlB-rrfB	3466000	3471319	-	100	rrsB-gltT-rrlB-rrfB
1905	rrsB-gltT-rrlB-rrfB	3465841	3471319	-	100	rrsB-gltT-rrlB-rrfB
1906	coaA	3462696	3463727	+	100	coaA
1907	thrU-tyrU-glyT-thrT-tufB	3460618	3462422	-	100	thrU-tyrU-glyT-thrT-tufB
1908	secE-nusG	3459447	3460626	-	100	secE-nusG
1909	rplKAJL-rpoBC	3448190	3459449	-	100	rplKAJL-rpoBC
1910	rplJL-rpoBC	3448190	3458180	-	100	rplJL-rpoBC
1911	rpoBC	3448190	3456740	-	100	rpoBC
1912	yjaZ	3447454	3448050	-	100	yjaZ
1913	sroH	3447316	3447476	+	100	sroH
1914	rsd	3440944	3441471	+	100	rsd
1915	rsd	3440849	3441471	+	100	rsd
1916	hupA	3437202	3437627	-	100	hupA
1917	zraP	3436091	3436540	+	100	zraP
1918	zraSR	3433158	3435898	-	100	zraSR
1919	purHD	3430176	3433161	+	100	purHD
1920	rrsE-gltV-rrlE-rrfE	3424645	3429940	-	100	rrsE-gltV-rrlE-rrfE
1921	rrsE-gltV-rrlE-rrfE	3424645	3429832	-	100	rrsE-gltV-rrlE-rrfE
1922	metA	4218871	4219921	+	100	metA
1923	metA	4218945	4219921	+	100	metA
1924	aceBAK	4220114	4225044	+	100	aceBAK
1925	metH	4228217	4232223	+	100	metH
1926	iclR	4227516	4228364	-	100	iclR
1927	metH	4228495	4232223	+	100	metH
1928	yjbB	4232314	4234074	+	100	yjbB
1929	lysC	4236596	4238251	-	100	lysC
1930	lysC	4236596	4238328	-	100	lysC
1931	pgi	4238434	4240119	+	100	pgi
1932	yjbE	4240570	4240921	+	100	yjbE
1933	yjbEFGH	4240570	4244442	+	100	yjbEFGH
1934	yjbEFGH	4240584	4244442	+	100	yjbEFGH
1935	psiE	4245012	4245447	+	100	psiE
1936	malEFG	4247251	4251176	-	100	malEFG
1937	malK-lamB-malM	4251448	4255186	+	100	malK-lamB-malM
1938	ubiCA	4257155	4258600	+	100	ubiCA
1939	dgkA	4261169	4261717	+	100	dgkA
1940	plsB	4258755	4261214	-	100	plsB
1941	plsB	4258755	4261310	-	100	plsB
1942	dgkA	4261320	4261717	+	100	dgkA
1943	lexA-dinF	4261799	4263833	+	100	lexA-dinF
1944	pspG	4267528	4267794	+	100	pspG
1945	dnaB	4268995	4270441	+	100	dnaB
1946	qorA	4267960	4269016	-	100	qorA
1947	alr	4270301	4271573	+	100	alr
1948	alr	4270364	4271573	+	100	alr
1949	tyrB	4271794	4273052	+	100	tyrB
1950	yjbQR	4274926	4275726	+	100	yjbQR
1951	uvrA	4275761	4278648	-	100	uvrA
1952	ssb	4278723	4279373	+	100	ssb
1953	ssb	4278792	4279373	+	100	ssb
1954	ssb	4278804	4279373	+	100	ssb
1955	yjcB	4279472	4279876	-	100	yjcB
1956	pdeC	4280130	4281769	+	100	pdeC
1957	soxS	4281772	4282135	-	100	soxS
1958	soxR	4282159	4282669	+	100	soxR
1959	ryjA	4282639	4282778	-	100	ryjA
1960	ghxP	4283033	4284540	+	100	ghxP
1961	actP	4287965	4289647	-	100	actP
1962	acs-yjcH-actP	4287965	4292103	-	100	acs-yjcH-actP
1963	acs-yjcH-actP	4287965	4292307	-	100	acs-yjcH-actP
1964	nrfABCDEFG	4292383	4298851	+	100	nrfABCDEFG
1965	fdhF	4301779	4304008	-	100	fdhF
1966	alsRBACE	4313583	4318932	-	100	alsRBACE
1967	alsRBACE	4313583	4318937	-	100	alsRBACE
1968	rpiB	4319057	4319627	+	100	rpiB
1969	phnCDE_1E_2FGHIJKLMNOP	4320144	4331006	-	100	phnCDE_1E_2FGHIJKLMNOP
1970	crfC-yjcZ	4332864	4336038	+	100	crfC-yjcZ
1971	crfC-yjcZ	4332879	4336038	+	100	crfC-yjcZ
1972	proP	4336120	4337804	+	100	proP
1973	proP	4336207	4337804	+	100	proP
1974	adiC	4341494	4343002	-	100	adiC
1975	adiY	4342968	4343842	-	100	adiY
1976	adiA	4344010	4346356	-	100	adiA
1977	melR	4346520	4347450	-	100	melR
1978	melAB	4347687	4350590	+	100	melAB
1979	fumB	4351431	4353148	-	100	fumB
1980	dcuB-fumB	4351431	4354564	-	100	dcuB-fumB
1981	dcuB-fumB	4351431	4354891	-	100	dcuB-fumB
1982	dcuR	4355115	4356365	-	100	dcuR
1983	dcuSR	4355115	4357485	-	100	dcuSR
1984	ghoST	4358349	4358881	+	100	ghoST
1985	lysU	4359000	4360597	-	100	lysU
1986	lysU	4359000	4360605	-	100	lysU
1987	cadBA	4362270	4365906	-	100	cadBA
1988	cadC	4366196	4367763	-	100	cadC
1989	pheU	3110143	3110219	+	100	pheU
1990	yjdC	4368533	4369130	-	100	yjdC
1991	cutA	4370818	4371192	-	100	cutA
1992	dcuA	4371272	4372645	-	100	dcuA
1993	dcuA	4371272	4372753	-	100	dcuA
1994	aspA-dcuA	4371272	4374234	-	100	aspA-dcuA
1995	aspA	4372646	4374234	-	100	aspA
1996	fxsA	4374405	4374942	+	100	fxsA
1997	groSL	4376418	4378473	+	100	groSL
1998	groL	4376585	4378473	+	100	groL
1999	groL	4376675	4378473	+	100	groL
2000	groL	4376778	4378473	+	100	groL
2001	yjeI	4378563	4378964	+	100	yjeI
2002	efp	4381369	4382067	+	100	efp
2003	ecnB	4382311	4382533	+	100	ecnB
2004	sugE	4382596	4382994	+	100	sugE
2005	blc	4382991	4383547	-	100	blc
2006	ampC	4383585	4384805	-	100	ampC
2007	frdABCD	4384768	4388214	-	100	frdABCD
2008	epmA	4388420	4389422	+	100	epmA
2009	psd-mscM	4391849	4396440	-	100	psd-mscM
2010	glyVXY	4398115	4398460	+	100	glyVXY
2011	yjeV	4398538	4398747	+	100	yjeV
2012	yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC	4399479	4410106	+	100	yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC
2013	yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC	4399739	4410106	+	100	yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC
2014	yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC	4399837	4410106	+	100	yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC
2015	queG	4398730	4399894	-	100	queG
2016	mutL-miaA-hfq-hflXKC	4402848	4410106	+	100	mutL-miaA-hfq-hflXKC
2017	mutL-miaA-hfq-hflXKC	4402902	4410106	+	100	mutL-miaA-hfq-hflXKC
2018	miaA-hfq-hflXKC	4404784	4410106	+	100	miaA-hfq-hflXKC
2019	miaA-hfq-hflXKC	4404854	4410106	+	100	miaA-hfq-hflXKC
2020	hfq-hflXKC	4405603	4410106	+	100	hfq-hflXKC
2021	hfq-hflXKC	4406022	4410106	+	100	hfq-hflXKC
2022	purA	4410466	4411787	+	100	purA
2023	nsrR-rnr-rlmB-yjfI	4411846	4416336	+	100	nsrR-rnr-rlmB-yjfI
2024	aidB	4420049	4421702	+	100	aidB
2025	bsmA	4422243	4422671	-	100	bsmA
2026	ulaG	4424363	4425477	-	100	ulaG
2027	ulaABCDEF	4425729	4430188	+	100	ulaABCDEF
2028	rpsF-priB-rpsR-rplI	4430827	4432359	+	100	rpsF-priB-rpsR-rplI
2029	ytfB	4433881	4434621	-	100	ytfB
2030	cycA	4435582	4437078	+	100	cycA
2031	ytfE	4437123	4437811	-	100	ytfE
2032	cpdB	4440424	4442431	-	100	cpdB
2033	ytfJ	4444510	4445088	-	100	ytfJ
2034	ytfK	4445313	4445595	+	100	ytfK
2035	msrA	4447340	4448063	-	100	msrA
2036	yzfA	4453778	4454096	-	100	yzfA
2037	chpSB	4454204	4454844	+	100	chpSB
2038	chpSB	4454230	4454844	+	100	chpSB
2039	ppa	4454924	4455488	-	100	ppa
2040	mpl	4461530	4462960	+	100	mpl
2041	mpl	4461562	4462960	+	100	mpl
2042	pmbA	4463747	4465113	+	100	pmbA
2043	nrdDG	4465702	4468640	-	100	nrdDG
2044	treBC	4468856	4472012	-	100	treBC
2045	treR	4472086	4473073	-	100	treR
2046	treR	4472086	4473077	-	100	treR
2047	treR	4472086	4473081	-	100	treR
2048	mgtLA	4473082	4476123	+	100	mgtLA
2049	treR	4472086	4473149	-	100	treR
2050	mgtLA	4473165	4476123	+	100	mgtLA
2051	ridA	4476329	4476748	-	100	ridA
2052	pyrLBI	4478228	4478355	-	100	pyrLBI
2053	pyrLBI	4478228	4478547	-	100	pyrLBI
2054	bdcA	4479142	4479866	-	100	bdcA
2055	argI	4483109	4484146	-	100	argI
2056	rraB	4484186	4484691	+	100	rraB
2057	rraB	4484247	4484691	+	100	rraB
2058	valS	4486734	4489721	-	100	valS
2059	valS	4486734	4489729	-	100	valS
2060	holC-valS	4486784	4490075	-	100	holC-valS
2061	pepA	4490242	4491903	-	100	pepA
2062	pepA	4490242	4491914	-	100	pepA
2063	pepA	4490242	4491941	-	100	pepA
2064	idnR	4495943	4496984	-	100	idnR
2065	idnDOTR	4495943	4500237	-	100	idnDOTR
2066	idnK	4500399	4500988	+	100	idnK
2067	leuX	4502188	4502291	+	100	leuX
2068	yjhBC	4509822	4512207	+	100	yjhBC
2069	fecABCDE	4516492	4522529	-	100	fecABCDE
2070	fecIR	4522566	4524084	-	100	fecIR
2071	ryjB	4533779	4533868	+	100	ryjB
2072	nanCM	4543461	4545730	-	100	nanCM
2073	nanCMS	4542416	4545730	-	100	nanCMS
2074	fimB	4546469	4547361	+	100	fimB
2075	fimB	4546611	4547361	+	100	fimB
2076	fimE	4547673	4548704	+	100	fimE
2077	fimAICDFGH	4548496	4555512	+	100	fimAICDFGH
2078	gntP	4555724	4557136	-	100	gntP
2079	uxuAB	4557320	4560163	+	100	uxuAB
2080	uxuR	4560260	4561151	+	100	uxuR
2081	ytiCD-idlP-iraD	4562378	4563187	+	100	ytiCD-idlP-iraD
2082	idlP-iraD	4562658	4563187	+	100	idlP-iraD
2083	symR	4585637	4585713	+	100	symR
2084	symE	4585301	4585719	-	100	symE
2085	btsT	4594931	4597169	-	100	btsT
2086	tsr	4597214	4599114	+	100	tsr
2087	tsr	4597435	4599114	+	100	tsr
2088	lgoR	4600739	4601749	-	100	lgoR
2089	dnaTC-yjjA	4605422	4607417	-	100	dnaTC-yjjA
2090	dnaTC	4605941	4607417	-	100	dnaTC
2091	yjjB-dnaTC-yjjA	4605422	4607979	-	100	yjjB-dnaTC-yjjA
2092	yjjB-dnaTC	4605941	4607979	-	100	yjjB-dnaTC
2093	yjjP	4607890	4608836	-	100	yjjP
